,Comment
779,One of the best things about dude is that he never takes credit for himself when he achieves something hi always respect us the audience and his team and hi is always polite in all of his video we congratulate ourselves on this achievement. More to come and everything to come
964,Relaxed guys its just roast and reality is they are friends
1341,Thousands Likes beating_heart for this Person Ravish Kumar sir....
459,LIKE DISLIKE smiling_face_with_sunglassessmiling_face_with_sunglassesKYA SCENE HAI
1322,"Ye sach mein standup comedian hai ??
Isse accha standup comedian mera class ke bache hai"
1239,When you don't have any job during lockdown... So just to earn money you pick word carry. fuck kunal kamra
1539,This video dedicated by carry song jalne walon ki to ruuh bhi jalani h
1924,"After seeing 2 M + dislikes 
Meanwhile kamra :- Maro saalo jinda mat chodo hamko"
1065,Andi Bandi sandee agar panchayat 2 nahi aaya to tumari ........................star-struck
1867,"""""""Who found oxyzen and start breathing breathing randomly are real, real legends""""""heart_suitheart_suitIndia"
1827,Tiktokers watch yalgaar after be like: hambhi pale gaye thye tum bhi pale gayaface_with_tears_of_joy
2083,carry be like: yeh toh tatti hai
677,Kunal bhai saram nahi aati baap ko beta bolte hueface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1684,Phle tu roast krna Sikh le our tuition le le carry se grinning_squinting_facegrinning_squinting_facegrinning_squinting_facegrinning_squinting_face
1356,carry roasted kunal karma without saying in his art of bad words video and also promoted mivi
269,This like dislike ratio shows in which direction our nation is headed to . God save our future generations and the present ones folded_hands
1421,Ravish kumar saale sonia gandhi kaa interview tune kyun nahi kiya
1406,AMIR SIDQUI LIKE : BACH GAYA BOSRI KE
82,"Kunal is his video be like let's roast carry 
Le carry fans in comment section: let's roast kamraface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
482,Carryminati to kunal kamra-> ha chal apne baap ko mat sikha
1519,Chauchak gana hai yrr
287,"Who are here after # 2.4M #dislikes
#kunal Kamra"
980,U had to put laughter effects cause you knew the level of jokes you wrote full_moon_face
1088,Dislikesrolling_on_the_floor_laughingrolling_on_the_floor_laughingkunal chakka ki jali
182,How many of you came here to check the no of dislike for this video face_with_tears_of_joy
1072,BINOD BINOD BINOD BINOD BINOD BINOD
1244,Ajay Bhai please BTS PE ek video banade Bhai please ek me ek BTS kaa hater hoon
2010,"If you have to give an example of ""Udta teer g**d me lena"" to someone, show them this video!face_with_tears_of_joy"
2063,I  sometime wonder who are the people watching this afzal guru...how dare he compare Swastik as Hitler Nazzi symbol.
1899,Kunal uncle apko kabj hogi hairolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing.....chonu se leke Monu tak Sab carry k naam pe dislike Bator rhe hairolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
113,Seriously man i didn't laugh at his single line....
58,"Cm ,pm, dharma"
2129,"The best part is 03:38 agar hum kare to kare kya bole to bole kya

loudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_face
Wah modipile_of_poopile_of_poopile_of_poopile_of_poopile_of_poopile_of_poopile_of_poogrimacing_facegrimacing_faceoncoming_fistoncoming_fistoncoming_fistji wah"
435,Barhi ma chuda ho carry par hum se. Kam ho. face_with_tears_of_joyface_with_tears_of_joy
1811,"Question 4.
Sometimes, a crackling sound is heard while taking off a sweater during winters. Explain.
Answer:
The electric discharge takes place between the body and the sweater due to friction. At the time of electric discharge some energy is released. In this case energy is released in the form of crackling sound"
131,"After watching dislikes on this video, everyone to Kunal Kamra be like:

*AUR BHAI, AA GAYA SWAAD?*"
866,"Bhai zindagi me na jaane kitni baar tatti Kari hai.... 







Itni zyada gandagi ek saath ek jagah Aaj tak nahi dekhi"
947,"Kamra: Roasts carry
....gets more dislikes than his total subscribers"
364,"*Agar ye ek Roast tha to*
*""Icecream khaungi kashmir jaungi""* *Song oscar winning hai*"
1321,Roast bhi to dekho kisko kar rha hai.. apne lame jokes  apne paas rakhiyo shukar kar usne roast nhi kiya tumhe face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1628,Le bete congratulation 2.4M dislikes LOL
1037,"Type of hagnewale 
Type of mutne wale smiling_face_with_hearts"
326,I am carry fan from last 5 years but the way kamra roasted him without using cuss words is owsm
330,"Carry : Aaji land mera
Karma : Views : 8.1M  
Karma : Like : ap khud ja kar cheak krloface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
Karma : Dislikes : 2M
karma : Comment : 418K pura galiyose bhara huarolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
#karma play with your YouTube channel kunal karmaface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
1177,Chautha KHAMBAArolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
686,Right now you have 56 total videos on your channel. Unfortunately only 55 are logical and intellectual. What did you do. Disappointment pleading_face
971,I love tatti
279,The biggest mistake this youtuber has done in life.
613,Jitne iske dis like unte  iski koi video par likes nhi hai
1266,"""English me gaali dene wale lagte cool, hindi me dene wale lagte inko fool"" This hits differentfire"
1213,Shayd baap ko beta bola title me isliye ulti ganga beh gayi haibeaming_face_with_smiling_eyesface_with_tears_of_joy
617,Highest point in kamra's career
707,Op bhia mkc
1765,The 2nd biggest mistake of Kunal kamra's life first was done by his parents
946,"He got more dislikes than subscribers. 
Reason: ""way of representation""."
246,carry roasted kunal karma without saying in his art of bad words video and also promoted mivi
928,"Kunal : Carry Aaja Tujhey Roasting Sikhaon 

Carry To Kunal : Tere Umer Ka Betta Hei Mera rolling_on_the_floor_laughingOK_hand"
898,JAI SHREE RAM omtriangular_flag KUNAL BHAI RAM JI APKO BUDDHI DEH folded_hands
333,Sach ko kabhi koi samaz na nahi chahta
154,Bs ek line face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyApne baap ko sikhaayega
1989,The only thing that made me laugh is your career face_with_tears_of_joyface_with_tears_of_joy
237,He got more dislikes then the hair on his head!!
1713,"Kamra yah video thoda thanda tha.. aapke videos ke liye ..but ur way of thinking is right .. appreciate u victory_hand
Now its time to Get better soon"
1693,Wakaru ka? Ore na chikara... face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1794,"Barisho mein aati hai khushboo from mitti...
Barisho mein aati hai khushboo from mitti...
.
.
Modi ke bina iss chomu ka career hai tatti..rolling_on_the_floor_laughing

Ooohhhhh...!!! Oh is necessary winking_face_with_tongue"
765,"इन लोगो को ऑडिएंस की फीलिंग्स की कोई कद्र ही नही ,
season 2 रीलिज ही नही करते,वरना इसके तो कम से कम 5 सीजन बन सकते हैं,
इतनी सारी कहानियां हो सकती है"
1547,carry be like -don't teach father how to produce babiesrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
1338,This is the best roast everface_with_tears_of_joyface_with_tears_of_joy
1217,"web chat
web chat"
854,Kunal after having more dislikes than his subscribers be like: roasting barbaad beh****dface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
701,Hit like for mukesh face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1734,Fact : He has more dislike than his subscribers.
684,Hahahahaha kamra ne udta teer leliyarolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
108,The only part I liked is that Kamra’s animated self has more hair that himface_with_tears_of_joy
549,"I was criticising uhh a year ago but now after a year I realized that in the true sense I was bhakt!! 
But not now 
Luv uhh kamra love your logics love your humourgrinning_face"
1714,Fun Fact: Most viewers come here to dislike this video face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1035,Phaad ke rak diya
1203,"Ise bolte hai udta tir.... Me lena. 
Bye bye tir bye bye tir..... face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
377,"I want my 11:34 min of my life back. 
Not a single joke ."
1706,One Like from Gujarati to anothersmirking_face
2075,Gau matru peena wala wont get d kunal kamla..
1885,Kuch points Sahi hai lakin Kuch chutiyapa laga
772,Carryminati gussa tatti sal Hindi song gobar sar
728,"After 10 years later those who dislike this will laugh at this all carryminati, tik-tokers and roasting chutiyapa."
704,Dislike button jaane ka sabse jyaada fayda inko hoga
929,Legend are watching now red_heart
24,"Fulll video dekha aur mujhe yehi laga ki ""yeh toh tatti ho"""
1374,2 million dislikes in 10 minutes face_with_tears_of_joy
127,Salute Batman!
1846,"Kya zaroorat thi ye chutiyapa karne ki itni dislikes dekh kar khush h na
face_with_tears_of_joyface_with_tears_of_joy"
1347,So your life does not move one second without BJP ?? You are roasting carry Minati and you still need BJP . That’s your life !!!
1819,Actually this video is quite funny
1287,Hahaha .. another most disliked VDO.
1891,Finally someone said itface_with_tears_of_joy
1434,Nd why his Daddy(Dog) coming in Between face_with_tears_of_joy
1596,"Kunal kamra be like 
AO MUJHE CANCEL KARO"
331,"Kamra : dad! I lost my career after roasting Carry.
Dad : which career?

Public : oooooooooooooooo"
35,"Roasting in a parallel universe because in this world ""ye to tatti hai""shushing_face"
628,"Long time ago,Kamra lost his half brain along with half of his hair after that mindboggling sex with ""half male half female"" tiktoker."
1480,Jo baba ji beech beech Mai aa rahe the unnko iss ne paise khilaye haiface_with_tears_of_joyface_with_tears_of_joy
1670,"kunal have more dislike than his subs 
( ooooooohhhhhhh ) smiling_face_with_sunglasses"
1376,Modi ki to leli.. Lol
1085,"100% Ohhhhhhhhhhhh
0% i laugh neutral_face"
885,Ohaaaa.... Edits and the contentfirefirefirefire
956,"loudly_crying_faceloudly_crying_faceFHUTI KISAMTloudly_crying_faceloudly_crying_face

EK LADKIwoman_red_hair SE PYAR KARKE MERI KISMAT JAAG GYAI
EK LADKIwoman_red_hair SE PYAR KARKE MERI KISMAT JAAG GYAI

smiling_face_with_heartssmiling_face_with_heartssmiling_face_with_heartssmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyes

MAINE LADKI KE GHAR Japanese_castle
 ITANE PIZZE pizza BHIJBYE KI LADKIwoman_red_hair PIZZE WALE KE SATH BHAGYAI 
anxious_face_with_sweatsad_but_relieved_facefearful_faceloudly_crying_facecrying_facesad_but_relieved_faceanxious_face_with_sweatfearful_facepleading_face Behenchod"
1919,Everything was good with him then he decided to roast carry now rest is history.... oh bhai mene to aise hi comment kar diya tha 133 likes grinning_face_with_smiling_eyesgrinning_face_with_smiling_eyesgrinning_face_with_smiling_eyes
274,#Munjali randi hai
1818,Ooooooyeeeeeeeee
1947,"Huqumat Teri h to kya hua, Meri awaj Teri gulam nhi"
56,Ye ohhhhhhhhh roast h?????face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1702,"When Kunal kamra born...
Kahi se akashwani hui thi...or akashwani mei wahi kaha gaya tha jiski isne aaj T-shirt b Pehan rakhi hai...I mean aksar wahi Tshirt pehanta hai.. rolling_on_the_floor_laughingface_with_tears_of_joyrolling_on_the_floor_laughing"
1275,I m a dr nd i still don’t find any difference in body structure nd blood of hindu nd muslim red_heart
977,"Kunal is a motivational speaker as we all know he never said MC, BC, L*** and he is also a famous content creator check all his videos 
middle_fingermiddle_fingermiddle_fingermiddle_finger
thumbs_downthumbs_downthumbs_downthumbs_downthumbs_down"
395,"I think more than 'poor' joke quality, viewers being fans of carryminati and 'not-fans' of kamra is the reason people disliked this video so much."
538,Kunal must be very happy now
1083,After every ouhhhh.... My eir will definitely bleed out..rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
111,Get well soon Kamra
2071,Oh this video has 0 dislike means carryminati and his audience can take criticism really nice
1586,Chopsticks corridors victorious different hospital clam click forelock speak also Alia disrespecting
762,congratulation for 2M dislikes
1666,Chutiya Kamra face_with_tears_of_joyface_with_tears_of_joy
1440,Facts: Abusing is not roasting
797,India's most dislike video congratulations noobre..rolling_on_the_floor_laughingrolling_on_the_floor_laughing
546,Binod
1252,Brother stay under औक़ात !
1652,Nikal lo** pehli fursat mein nikal face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1490,"Ohh bhai tuze 21 Toppo ke salami..
Tere jaisa guts cahiye.."
647,"Kunal Kamra after reacting with oooooooo to his own ""jokes"": 
""I have achieved Comedy haha Chowkidaar chor hai"""
1218,Abe tujhe bhai nhi dega wo rehne de face_with_tears_of_joy saala 30 million wala tujhe puchega bhi nhi nalle face_with_tears_of_joy
16,"Lessons : 1. Don't trust China
2. Don't trust on US tooo.
3. Atmanirbhar bano"
209,Comment section has better jokes than his WHOLE career face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
567,Never seen such a boring roast folded_hands
156,WHEN U HAVE MORE DISLIKES THAN SUBSCRIBERS.face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyrolling_on_the_floor_laughingface_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughing
1375,Slayy point itna hagega itna hageja kisi ne Sochi na hogi
1056,This video has more dislikes than the total no. of subscribers on his fucking channelcat_with_tears_of_joycat_with_tears_of_joy.... Take that Mr. Room!!
1262,Kahan raja bhoj kahan gangu teliface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1804,"pouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_facepouting_faceBHAI CARRY BHAI KE SAAMNE AAP KUCH NHI HO.................I,M SORRY BUT IT,S TRUE ......red_heartHE IS NO.1 ASIA YT winking_face AAP JAL RHE HO face_with_tears_of_joy"
1445,Thank you for adding Acharya Prashant.
451,">CPAP
That's a type of ventilator, and it's what the hospital asked for.
>putting his desires first
Like Jobs with the touchscreen keyboard? Oh no. :|
>car access
VW went above and beyond the OBD2 standard, which was implemented to ensure consumers could diagnose and fix shit! Seriously, if you have a VW, there are Audi features which you can just turn on with VAG-COM/VCDS/OBD11/etc.; for example, rolling the windows up or down with the keyfob, though some modifications may require European hardware (mostly plug and play). If you want to know more, ""OEM+"" or ""OEM plus"" are the search terms you want, though this will include things like which Porsche break calipers just bolt up as well... since VW owns Porsche."
832,Even I can't express my hatred towards tiktok this well. You're awesome
841,लोकतंत्र का एक खंबा तो सरकार एक घोट में पी गयी है। बाकी न्यायालय को भी खंबा बना रही है मोदी भाई साहब
916,I agree with kamra actually whatever he is truth
1306,"Hides the subscribers face_with_tears_of_joy Now he will call other people as Chor, dhokebaaz, Pakhandi face_with_tears_of_joy"
1225,"After watching this I was like Kunal kamra is bhgvan ka banda...
I hope he never gets fustratexd and uses abusive words.."
1395,rolling_on_the_floor_laughingrolling_on_the_floor_laughingokad dikh gai sala ko
2035,Quality content and editing raising_handsraising_handsraising_hands
112,Bhai aukatdh me raho apniraised_back_of_handraised_back_of_handraised_back_of_handraised_back_of_handraised_back_of_handraised_back_of_handraised_back_of_handraised_back_of_handraised_back_of_handraised_back_of_handraised_back_of_handraised_back_of_handraised_back_of_handhand_with_fingers_splayedhand_with_fingers_splayedhand_with_fingers_splayedraised_back_of_handhand_with_fingers_splayed
1364,"Nobody : 
Kunal Kamra : Carry tera content kharab hai
Also kunal : Ohhhhhhhhhhhhh......hhhhhhhhhhhhh"
427,Binod
1256,Are carryminati indians ka youth icon hai aur ye youth india ka future hain face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1195,Bhai tune kabhi Sonia Gandhi see koi public program me sawal Kiya hai ????? Kisi public program me bulaya hai ? Jis din vo karga tab I will definitely respect you. Modi to chutiya hai sabko pata hai
363,"OMG 2.5 million dislikes astonished_faceperson_facepalming
Kya jaroorat thi ye sb krne ki.slightly_smiling_facewinking_face
Waise ye naya record h aapka.grinning_face_with_sweat"
100,Stick to politics. Comedy k liye talent chaiye
2051,I think watching  this roast was somehow worth to watch.... Otherwise india ma bawaseer hi bawaseer ha...... Jaise ke aapka corry buoi
1974,Bhakts will dislike this video
1888,Es video ko mile hai 2M dislikes.....drooling_faceface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
817,"Carry ka tiktok the end video first time dekha tha na Le Me : 2020 MEIN yeh 12-15 min ache guzare 
Now I saw this : abe bawli gaand kidhr khud ko saja dene aagaya"
340,"apni baat pe he ohh wala meme dal raha hai
dislike dekh apne"
